stimulus,pronoun,desc,decisionThis,decisionOther,pot,respTimer,e_amusement,e_annoyance,e_confusion,e_contempt,e_devastation,e_disappointment,e_disgust,e_embarrassment,e_envy,e_excitement,e_fury,e_gratitude,e_guilt,e_joy,e_pride,e_regret,e_relief,e_respect,e_surprise,e_sympathy,gender,subjectId,Data_Set,HITID
283_1,this person,,Split,Split,27293,49.335,48,0,0,0,0,0,0,0,0,47,0,48,0,48,24,0,48,48,37,0,male,6cfe52d329e7916fed12496c9cba13532799d0d21ffae89273f70dd2,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
250_1,this person,,Split,Stole,1582,52.928,0,36,30,48,37,48,44,37,28,0,24,0,0,0,0,48,0,0,28,0,male,6cfe52d329e7916fed12496c9cba13532799d0d21ffae89273f70dd2,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
275_1,this person,,Stole,Split,138238,41.61,0,48,24,48,48,48,48,48,30,0,48,0,0,0,0,48,0,0,33,0,male,6cfe52d329e7916fed12496c9cba13532799d0d21ffae89273f70dd2,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
271_1,this person,,Stole,Split,5378,60.638,24,0,0,0,0,0,0,27,0,40,0,24,24,27,7,9,35,19,20,7,male,6cfe52d329e7916fed12496c9cba13532799d0d21ffae89273f70dd2,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
244_2,this person,,Stole,Split,1090,65.732,19,37,27,42,34,43,31,28,27,19,37,17,32,8,15,32,13,15,10,7,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
275_1,this person,,Split,Split,27293,46.207,35,0,5,4,0,0,0,16,4,32,2,42,10,47,42,6,35,24,25,24,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
250_1,this person,,Stole,Stole,124,56.047,1,46,23,40,44,46,42,44,34,3,32,3,43,3,1,48,3,1,2,1,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
244_1,this person,,Stole,Stole,12121,97.9,3,41,23,39,42,44,42,45,32,2,36,3,35,4,3,45,1,1,5,3,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
272_1,this person,,Split,Stole,1582,37.833,0,47,46,48,48,47,48,4,43,2,48,1,3,1,0,45,3,4,48,1,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
271_1,this person,,Split,Split,694,25.936,34,0,0,0,0,0,1,0,0,46,0,48,1,48,48,0,48,48,24,24,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
283_1,this person,,Stole,Split,5378,32.336,27,1,0,25,0,43,48,46,0,0,0,0,48,0,0,48,0,0,0,45,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
286_1,this person,,Split,Stole,61430,28.986,0,48,48,48,48,48,48,48,48,0,48,0,0,0,0,48,0,0,48,0,male,bd99af14ee350c0ebb47613d3a298db14b56a872d46fe638cb323160,11.3,3511RHPADWE84FRGBGM7E43B16ARL3
